t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,q_mean,flags
926203595.995,926203605.995,926203600.8158332,926203597.42,926203604.79,0.4998962601147928,0.6872043282420566,1.0297862958364732e-16,1.4156409161786364e-16,20.832800280830984,0.9390190814134627,,0.3044839034471748,0.7071146445337594,6.272368411011801e-17,1.4566561677395442e-16,21.371089153545306,1.303609646793248,,1.9120341739803832,0.521185064829018,3.9387903983995893e-16,1.0736412335477772e-16,19.37626087450326,0.2617139786382623,0.345539083797501,12.0,13.458832133974338,17.0,14.91008428984232,7.03901233415529,9.94005619322821,11.315566182057927,0.8917005674530527,328.6354675292969,720.6262817382812,328.47238702222404,292.3895227010833,49.75429329178332,7.333333492279053,32.0
926203605.995,926203615.995,926203611.8438234,926203606.705,926203615.975,1.5339615589301137,1.0309258149940663,3.1599608113960343e-16,2.1237071788877765e-16,19.615463809171167,0.5581345583686002,1.2105390768835704,3.313608164907284,0.9138681258772329,6.826032819709005e-16,1.8825683393070997e-16,18.77924712081133,0.2644500723016705,0.35034238504473336,4.921158435440492,0.7934207565907494,1.0137586377007412e-15,1.6344467585769436e-16,18.34983163185195,0.1622922706017178,0.19088814384335961,34.0,38.47047768015658,45.0,39.7184169781027,7.8173621485350715,26.478944652068456,12.566802636733616,0.8841305439837928,327.14453125,719.1336059570312,327.34412745292974,292.3897971552941,49.753956145420595,6.794117450714111,32.0
926203615.995,926203625.995,926203621.2108334,926203616.1,926203625.87,6.863504881332301,1.413695349299495,1.413882005554454e-15,2.91221241955696e-16,17.98863513277778,0.2033437857279914,0.2504115567749281,9.637107736339301,1.2821044907898915,1.985244193685896e-15,2.6411352510271765e-16,17.6201332146768,0.13561148235869425,0.15500022798907054,11.244658006872509,1.199244318441352,2.316399549415737e-15,2.470443295989185e-16,17.452634371466093,0.11002585542988896,0.12244606230819954,78.0,87.91787116598157,58.0,51.38195254327873,7.818634511805333,34.25463502885247,12.568848024652942,0.8875875357718304,327.2190856933594,718.516845703125,326.72625006873704,292.389591475859,49.7551745206859,7.07692289352417,32.0
926203625.995,926203635.995,926203629.8156525,926203626.225,926203635.605,2.654559124293997,1.1595063204916891,5.468391796045634e-16,2.3885830202128795e-16,19.02001899322213,0.39348934508719324,0.623339677309044,4.9753840619468805,1.0235274787029878,1.0249291167610575e-15,2.1084666061281548e-16,18.337933473453234,0.2031146182573309,0.2500635884758857,6.582934332480089,0.917602248273263,1.3560844724908982e-15,1.8902606314429217e-16,18.033951192887976,0.1416820266087484,0.1629853772571117,46.0,51.46714856773283,52.0,46.069638612058164,7.818268566616982,30.713092408038765,12.568259749366408,0.8940480929205867,327.1428527832031,718.5099487304688,326.73651669327666,292.39070264073916,49.7568413080174,6.869565010070801,32.0
926203635.995,926203645.995,926203640.8826668,926203636.835,926203645.75,-0.41473917036604735,0.779055682081083,-8.543626909540575e-17,1.604854705087031e-16,,,,0.5620108231397212,0.6944246657662294,1.1577422956678255e-16,1.4305148114784326e-16,20.705638301893195,0.8734887890268404,,2.1695610936729297,0.526297352889406,4.469295852966236e-16,1.0841725469521764e-16,19.239070289659164,0.235813001258375,0.3016615291198512,15.0,16.993443697601357,34.0,30.362934578829087,7.832664287334049,20.24195638588605,12.59140159409965,0.8831757192717912,326.5819396972656,716.9851684570312,325.376410639045,292.3909318941333,49.755496121713335,7.4666666984558105,32.0
926203645.995,926203655.995,926203649.8086364,926203646.265,926203655.645,-0.7008419202090029,0.7027625546250557,-1.443734355630546e-16,1.4476908625276146e-16,,,,-0.025540800332535408,0.6384208346472363,-5.261404868502294e-18,1.3151469193733067e-16,,,,1.582009470200673,0.4496206204963826,3.258939508613386e-16,9.262184782225481e-17,19.58197730265909,0.2715888941281044,0.36303373647661985,11.0,12.380144581434962,30.0,26.79696057788138,7.825581840457996,17.864640385254248,12.580016204708015,0.888691788775688,326.5485534667969,716.2137451171875,324.6324808130844,292.3894992752728,49.75492548528182,8.090909004211426,32.0
926203655.995,926203665.995,926203658.9766667,926203656.89,926203660.83,-0.1333248877069222,1.165326712475341,-2.746492686762597e-17,2.4005730276992024e-16,,,,0.9809606863750138,1.0358745612861413,2.0207790139325283e-16,2.133901596249451e-16,20.10087099335573,0.7825470502981418,,2.588510956908222,0.8136006060554987,5.332332571230937e-16,1.676017248474327e-16,19.047374980882722,0.2967463584135359,0.40968396382712413,9.0,10.122260001383728,18.0,15.965431801680353,3.9104566949463453,10.643621201120231,6.286255717869393,0.8894119915370049,325.3006286621094,716.71337890625,325.40338113868756,292.39047673799996,49.75504438437778,8.11111068725586,36.0
926203695.995,926203705.995,926203703.9833332,926203703.19,926203704.845,0.3710169516461774,1.019465290350804,7.642949203911254e-17,2.100098498122656e-16,21.156515617888207,1.4344292349196373,,-0.20413146232452908,1.1334514867109184,-4.205108123885299e-17,2.334910062624492e-16,,,,1.4034188082086794,0.7738262090692489,2.891042744909879e-16,1.5940819906826528e-16,19.712031768701223,0.4768000320069028,0.8703191956745826,3.0,3.289180562641392,4.0,3.6294469971240493,2.343691379510365,2.4196313314160323,3.767601711178236,0.9121185283483525,340.5929870605469,713.0413208007812,318.62840694935846,292.390900522,49.753516694199995,7.666666507720947,36.0
926203705.995,926203715.995,926203711.3218181,926203707.265,926203714.81,-0.3536639131509956,0.6673828575414573,-7.285476610910509e-17,1.374808686535402e-16,,,,-0.04334456458619806,0.6369507447573394,-8.9289803047568e-18,1.3121185342001192e-16,,,,1.5642057059470102,0.44730412086822835,3.222263754250841e-16,9.214464889885504e-17,19.59426533553833,0.27307073195916587,0.3656973962657837,11.0,12.228746244440423,25.0,22.490463510685125,7.817863211946811,14.993642340456743,12.567608121356713,0.8997886950903543,339.40643310546875,713.0613403320312,318.8714210453642,292.38936261918184,49.755142477281815,7.454545497894287,32.0
926203715.995,926203725.995,926203719.9442858,926203716.01,926203724.505,0.168922015439123,0.6980632142428571,3.4797935180459336e-17,1.4380102213402857e-16,22.01078436392548,1.7758136107236986,,0.38352170577219813,0.6781360643517574,7.900547138907282e-17,1.3969602925646202e-16,21.12052512928535,1.1054864858861357,,1.9910719763054063,0.5044198761376164,4.101608271189137e-16,1.0391049448434898e-16,19.33228260037439,0.24517299105424684,0.3171940278412819,14.0,15.580792269367748,24.0,21.388383013085544,7.825328493789138,14.25892200872369,12.579608937201952,0.8987889121832302,339.0475158691406,712.5894165039062,318.4766060984311,292.39072867528574,49.754860686600004,7.714285850524902,32.0
