t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,q_mean,flags
926132244.995,926132254.995,926132250.7492857,926132245.155,926132253.49,-0.5709159574425309,0.5383504278305797,-1.1760868723316136e-16,1.1090018813309942e-16,,,,-0.39523440154147804,0.5179488979982987,-8.141828671754447e-17,1.0669747298764953e-16,,,,0.8958865143004757,0.3315036265022968,1.84552621945898e-16,6.828974705947314e-17,20.199367501889864,0.34182407795414704,0.5016979046437662,7.0,7.303473048831382,19.0,17.93656699146602,8.152230145504607,11.957711327644008,10.525514851618292,0.9585267596744538,195.41465759277344,550.878173828125,254.20343362274247,285.38711383642857,45.74897897662857,10.285714149475098,0.0
926132254.995,926132264.995,926132259.6714286,926132256.01,926132263.1,0.7936841626454039,0.5866716673701625,1.634989375049532e-16,1.2085436347825348e-16,20.330880714047336,0.6008583486961179,1.459127885289739,0.5112847450899435,0.6154344389498283,1.0532465748852835e-16,1.2677949442366464e-16,20.808342912189588,0.8578821343843899,,1.8024056609318972,0.4697655239985121,3.712955661519708e-16,9.677169794369349e-17,19.440368643163367,0.2514712629945741,0.32784913342164046,14.0,14.721186130251914,13.0,12.358131067606937,8.167521024451634,8.238754045071287,10.545257225248406,0.951145042984507,196.17271423339844,550.2363891601562,253.21243067997622,285.3870129348572,45.74764700026429,10.0,0.0
926132264.995,926132274.995,926132270.7240909,926132265.925,926132274.28,0.4187429590672954,0.5442662152309464,8.626104956786285e-17,1.1211884033757495e-16,21.025131205791798,0.9042072671340868,,0.12863752803879924,0.5759560644930363,2.6499330775992642e-17,1.1864694928556546e-16,22.3065807853227,1.8464275089588966,,1.419758443880753,0.4168132250261134,2.924702394394351e-16,8.586352435537936e-17,19.699463849277375,0.2794835507103919,0.3773431197639745,11.0,11.602349406801126,13.0,12.270536019505775,8.172058744787167,8.18035734633718,10.551115970883853,0.9481196148172321,197.31011962890625,549.7373657226562,252.00092519355718,285.3872828076364,45.74883524290909,10.454545021057129,0.0
926132274.995,926132284.995,926132279.8144444,926132275.205,926132284.04,-0.1565976768485014,0.5498309848435606,-3.225912143079129e-17,1.1326518287777348e-16,,,,-0.13194620949786476,0.5470858633536017,-2.718091915656014e-17,1.1269968785084194e-16,,,,1.1591747063440887,0.3762882860136903,2.3878998950688224e-16,7.75153869188202e-17,19.919627759782152,0.30522614369260737,0.42612534018705617,9.0,9.489785467693869,17.0,16.157699403476528,8.186674032617242,10.771799602317682,10.569986074692313,0.9484246334414481,197.58746337890625,549.203369140625,251.46069343795907,285.38804650077776,45.74899055176666,9.88888931274414,0.0
926132284.995,926132294.995,926132289.5904166,926132285.19,926132294.98,0.38633992322201,0.5733227839321501,7.958602418373406e-17,1.1810449349002292e-16,21.11257602708076,0.9878725728016278,,0.24864539805912725,0.5877961958126878,5.122095200018021e-17,1.210860163374137e-16,21.591048935750834,1.317137988044223,,1.5397663139010809,0.4335037847094566,3.1719186066362267e-16,8.930177965014806e-17,19.611362964603956,0.2693293020472396,0.35899152934496215,12.0,12.616062779225313,15.0,14.175884637151444,8.193491872972489,9.450589758100959,10.578788730975845,0.9512626712055696,196.25054931640625,548.3408813476562,252.0294739368109,285.38787652950003,45.748064037791664,10.583333015441895,0.0
926132294.995,926132304.995,926132297.6336364,926132295.0,926132304.3,0.10197718968657998,0.5778119082203255,2.1007301075435476e-17,1.1902925309338704e-16,22.558742401504517,2.0596778898065935,,0.12779315106779868,0.5750792801406519,2.6325389119966525e-17,1.184663317089743e-16,22.313731052712566,1.8509223259676837,,1.4189140669097524,0.4161197405607178,2.92296297783409e-16,8.572066655550786e-17,19.700109764346077,0.27921993889894026,0.3768605653440318,11.0,11.627210912087612,17.0,16.187346915301713,8.194443330462198,10.791564610201139,10.580017177641341,0.9460935480879666,195.80230712890625,547.6651000976562,251.99539591176736,285.38713322245457,45.7483299184,9.727272987365723,0.0
926132304.995,926132314.995,926132311.2718749,926132305.43,926132314.29,0.7457783885511124,0.6448046088650775,1.5363034804152915e-16,1.3282974942620597e-16,20.398475514856287,0.6764678023230282,2.171002952074268,0.7828713604596204,0.6412799446654115,1.6127150025468178e-16,1.3210366860107477e-16,20.34577398576284,0.6496643162658451,1.8566337033495088,2.073992276301574,0.5034442521097338,4.272424089181243e-16,1.0370951593460515e-16,19.28798216322069,0.23595211125202553,0.3018897848114577,16.0,16.97115874461533,17.0,16.30285391612864,8.18284568295451,10.86856927741909,10.565043212369602,0.9428471662363893,194.2447967529297,546.959228515625,252.8482123906572,285.3869914384375,45.7477740902375,9.625,0.0
926132314.995,926132324.995,926132316.3275001,926132315.28,926132317.715,0.15720171129657137,1.1594290594980523,3.23835525270937e-17,2.388423862565988e-16,22.088856826361553,2.3075168281380556,,0.43538744630954695,1.1094192818140998,8.968981393976667e-17,2.2854037205370455e-16,20.982810243227494,1.374995623891941,,1.7265083621515007,0.8391645139200521,3.5566072260320915e-16,1.7286788986753073e-16,19.487078284630858,0.4300814919168552,0.7226918584261668,4.0,4.23295012605979,6.0,5.771298533374788,2.451740297848815,3.8475323555831906,3.1654931787651863,0.9449702817087324,193.25323486328125,547.8170166015625,254.15368439486403,285.38957627125,45.747558361,9.5,4.0
926132344.995,926132354.995,926132352.7487501,926132351.03,926132354.235,-0.2857321269901022,0.926352617009278,-5.886081815996106e-17,1.9082863910391126e-16,,,,-0.025691302124008095,0.8825546393518013,-5.292408237545667e-18,1.8180625570647106e-16,,,,1.2654296137179455,0.6209167971974767,2.606785004258968e-16,1.279088602226802e-16,19.82440501588112,0.43345864109211263,0.7325160891708364,4.0,4.153451752855876,8.0,7.636942483088006,3.2822463674235207,5.091294988725335,4.237776935926782,0.9633684054290756,173.55062866210938,548.9053344726562,271.0205092123832,285.38840876175004,45.748915966225,10.25,4.0
926132354.995,926132364.995,926132359.364091,926132355.02,926132364.52,0.03150593198036214,0.5857215756528587,6.4902219879546005e-18,1.2065864458448889e-16,23.834019172367658,3.2301323543220626,,0.13146725287069305,0.5752230161288943,2.7082254091362767e-17,1.1849594132255222e-16,22.282956029887508,1.8260288078811264,,1.4225881687126467,0.4164800538494195,2.930531627548052e-16,8.579489109298041e-17,19.69730201883705,0.27879661943725154,0.37608635151617165,11.0,11.66728941837412,18.0,17.11334251648044,8.201452588300581,11.408895010986956,10.589066977041007,0.9429566856624407,175.33560180664062,547.6815795898438,268.8567290691005,285.3867988354545,45.748770923363644,8.181818008422852,0.0
